sales_order_id,order_date,customer_name,finished_product,quantity_ordered,required_delivery_date,status
SO-593,2025-08-03,Gamuda Trading,Protective Roof Paint,422,2025-08-11,Open
SO-594,2025-08-03,Maybank Facilities Mgmt,Premium White Paint 1L,195,2025-08-17,Open
SO-595,2025-08-04,Sime Darby Property,Protective Roof Paint,141,2025-08-09,Delivered
SO-596,2025-08-04,IJM Corporation,Clear Varnish,323,2025-08-11,Open
SO-597,2025-08-04,Maybank Facilities Mgmt,Wood Stain Brown,104,2025-08-28,Open
SO-598,2025-08-04,Sunway Building Materials,Protective Roof Paint,371,2025-08-16,Open
SO-599,2025-08-05,Maybank Facilities Mgmt,Automotive Red Paint,725,2025-08-19,Delivered
SO-600,2025-08-05,BuildRight Hardware,Premium White Paint 1L,474,2025-08-17,Delivered
SO-601,2025-08-05,Sunway Building Materials,Clear Varnish,239,2025-08-27,Delivered
SO-602,2025-08-05,SP Setia Hardware,Industrial Grey Primer,226,2025-08-13,Open
SO-603,2025-08-06,Nippon Construction Sdn Bhd,Premium White Paint 4L,778,2025-08-20,Delivered
SO-604,2025-08-06,BuildRight Hardware,Marine Blue Coating,107,2025-08-23,Open
SO-605,2025-08-06,Sunway Building Materials,Epoxy Floor Coating,600,2025-08-14,Delivered
SO-606,2025-08-07,Kerjaya Bina Bhd,Industrial Grey Primer,736,2025-08-26,Open
SO-607,2025-08-07,Maybank Facilities Mgmt,Premium White Paint 1L,791,2025-08-26,Delivered
SO-608,2025-08-08,Gamuda Trading,Marine Blue Coating,695,2025-08-29,Delivered
SO-609,2025-08-08,SP Setia Hardware,Wood Stain Brown,450,2025-08-28,Delivered
SO-610,2025-08-08,Gamuda Trading,Automotive Red Paint,379,2025-08-29,Delivered
SO-611,2025-08-08,YTL Hardware Centre,Wood Stain Brown,709,2025-08-20,Delivered
SO-612,2025-08-08,YTL Hardware Centre,Protective Roof Paint,449,2025-08-22,Delivered
SO-613,2025-08-08,Sunway Building Materials,Automotive Red Paint,664,2025-08-27,Delivered
SO-614,2025-08-09,Gamuda Trading,Wood Stain Brown,782,2025-08-16,Delivered
SO-615,2025-08-09,Maybank Facilities Mgmt,Epoxy Floor Coating,473,2025-08-19,Delivered
SO-616,2025-08-09,Pavilion Retail Supplies,Premium White Paint 1L,603,2025-08-23,Delivered
SO-617,2025-08-10,Metro Paint Supplies,Epoxy Floor Coating,522,2025-09-02,Delivered
SO-618,2025-08-10,YTL Hardware Centre,Marine Blue Coating,429,2025-08-21,Delivered
SO-619,2025-08-10,YTL Hardware Centre,Clear Varnish,322,2025-08-26,Open
SO-620,2025-08-10,Nippon Construction Sdn Bhd,Premium White Paint 4L,734,2025-08-28,Delivered
SO-621,2025-08-11,Sunway Building Materials,Epoxy Floor Coating,212,2025-08-26,Delivered
SO-622,2025-08-11,Top Glove Facilities,Wood Stain Brown,488,2025-08-25,Delivered
SO-623,2025-08-11,UEM Sunrise Bhd,Automotive Red Paint,313,2025-08-30,Delivered
SO-624,2025-08-12,Maybank Facilities Mgmt,Automotive Red Paint,82,2025-08-23,Open
SO-625,2025-08-13,BuildRight Hardware,Automotive Red Paint,332,2025-09-06,Delivered
SO-626,2025-08-13,UEM Sunrise Bhd,Automotive Red Paint,553,2025-08-25,Delivered
SO-627,2025-08-14,Nippon Construction Sdn Bhd,Marine Blue Coating,530,2025-09-05,Delivered
SO-628,2025-08-14,SP Setia Hardware,Anti-Rust Coating,494,2025-09-12,Delivered
SO-629,2025-08-14,Metro Paint Supplies,Wood Stain Brown,570,2025-09-02,Open
SO-630,2025-08-14,Top Glove Facilities,Wood Stain Brown,326,2025-09-01,Delivered
SO-631,2025-08-15,SP Setia Hardware,Protective Roof Paint,712,2025-08-22,Open
SO-632,2025-08-15,SP Setia Hardware,Anti-Rust Coating,104,2025-09-03,Open
SO-633,2025-08-15,Kerjaya Bina Bhd,Clear Varnish,757,2025-08-27,Delivered
SO-634,2025-08-15,Sunway Building Materials,Anti-Rust Coating,463,2025-09-01,Delivered
SO-635,2025-08-15,Sunway Building Materials,Epoxy Floor Coating,791,2025-08-27,Delivered
SO-636,2025-08-15,Sime Darby Property,Protective Roof Paint,198,2025-09-07,Delivered
SO-637,2025-08-16,Top Glove Facilities,Industrial Grey Primer,506,2025-08-31,Open
SO-638,2025-08-16,Gamuda Trading,Premium White Paint 1L,194,2025-08-29,Delivered
SO-639,2025-08-16,Kerjaya Bina Bhd,Anti-Rust Coating,344,2025-08-30,Delivered
SO-640,2025-08-16,Eco World Supplies,Premium White Paint 1L,775,2025-08-22,Open
SO-641,2025-08-17,Maybank Facilities Mgmt,Premium White Paint 4L,473,2025-09-02,Open
SO-642,2025-08-17,Pavilion Retail Supplies,Marine Blue Coating,594,2025-09-12,Delivered
SO-643,2025-08-17,Nippon Construction Sdn Bhd,Premium White Paint 1L,694,2025-08-23,Delivered
SO-644,2025-08-17,Pavilion Retail Supplies,Industrial Grey Primer,708,2025-09-10,Delivered
SO-645,2025-08-17,Eco World Supplies,Premium White Paint 4L,486,2025-08-27,Delivered
SO-646,2025-08-19,Eco World Supplies,Marine Blue Coating,179,2025-08-30,Delivered
SO-647,2025-08-19,Nippon Construction Sdn Bhd,Marine Blue Coating,574,2025-08-30,Delivered
SO-648,2025-08-19,BuildRight Hardware,Epoxy Floor Coating,509,2025-08-29,Open
SO-649,2025-08-20,Maybank Facilities Mgmt,Industrial Grey Primer,599,2025-09-13,Delivered
SO-650,2025-08-20,BuildRight Hardware,Protective Roof Paint,394,2025-09-07,Open
SO-651,2025-08-20,Maybank Facilities Mgmt,Clear Varnish,775,2025-09-01,Delivered
SO-652,2025-08-20,Top Glove Facilities,Clear Varnish,153,2025-09-06,Delivered
SO-653,2025-08-21,Top Glove Facilities,Anti-Rust Coating,198,2025-09-07,Delivered
SO-654,2025-08-21,Sime Darby Property,Automotive Red Paint,504,2025-09-08,Delivered
SO-655,2025-08-21,Nippon Construction Sdn Bhd,Premium White Paint 4L,638,2025-09-14,Delivered
SO-656,2025-08-21,Sime Darby Property,Clear Varnish,759,2025-09-02,Delivered
SO-657,2025-08-21,Maybank Facilities Mgmt,Protective Roof Paint,398,2025-09-11,Delivered
SO-658,2025-08-23,Sunway Building Materials,Industrial Grey Primer,564,2025-09-12,Delivered
SO-659,2025-08-23,Nippon Construction Sdn Bhd,Wood Stain Brown,80,2025-09-06,Delivered
SO-660,2025-08-23,Metro Paint Supplies,Premium White Paint 4L,770,2025-09-12,Delivered
SO-661,2025-08-24,Maybank Facilities Mgmt,Automotive Red Paint,450,2025-09-13,Delivered
SO-662,2025-08-24,Pavilion Retail Supplies,Premium White Paint 1L,744,2025-09-01,Delivered
SO-663,2025-08-25,SP Setia Hardware,Epoxy Floor Coating,634,2025-09-14,Delivered
SO-664,2025-08-26,Pavilion Retail Supplies,Protective Roof Paint,782,2025-09-18,Open
SO-665,2025-08-26,YTL Hardware Centre,Marine Blue Coating,502,2025-09-11,Open
SO-666,2025-08-26,Nippon Construction Sdn Bhd,Marine Blue Coating,532,2025-09-08,Delivered
SO-667,2025-08-26,Gamuda Trading,Anti-Rust Coating,555,2025-09-05,Delivered
SO-668,2025-08-27,IJM Corporation,Premium White Paint 1L,558,2025-09-13,Delivered
SO-669,2025-08-27,Eco World Supplies,Protective Roof Paint,341,2025-09-15,Open
SO-670,2025-08-27,BuildRight Hardware,Wood Stain Brown,727,2025-09-18,Delivered
SO-671,2025-08-27,Maybank Facilities Mgmt,Clear Varnish,702,2025-09-14,Open
SO-672,2025-08-28,BuildRight Hardware,Automotive Red Paint,173,2025-09-07,Open
SO-673,2025-08-29,Nippon Construction Sdn Bhd,Wood Stain Brown,468,2025-09-20,Delivered
SO-674,2025-08-29,BuildRight Hardware,Automotive Red Paint,612,2025-09-06,Delivered
SO-675,2025-08-30,Maybank Facilities Mgmt,Premium White Paint 4L,532,2025-09-15,Delivered
SO-676,2025-08-30,Sunway Building Materials,Automotive Red Paint,229,2025-09-20,Open
SO-677,2025-08-30,Eco World Supplies,Premium White Paint 4L,663,2025-09-09,Delivered
SO-678,2025-08-31,SP Setia Hardware,Anti-Rust Coating,731,2025-09-17,Delivered
SO-679,2025-08-31,Top Glove Facilities,Clear Varnish,119,2025-09-23,Delivered
SO-680,2025-09-01,Gamuda Trading,Epoxy Floor Coating,176,2025-09-20,Delivered
SO-681,2025-09-02,BuildRight Hardware,Wood Stain Brown,412,2025-09-15,Delivered
SO-682,2025-09-02,Gamuda Trading,Epoxy Floor Coating,210,2025-09-23,Delivered
SO-683,2025-09-02,IJM Corporation,Industrial Grey Primer,109,2025-09-12,Delivered
SO-684,2025-09-02,Sime Darby Property,Premium White Paint 4L,624,2025-09-23,Open
SO-685,2025-09-02,Kerjaya Bina Bhd,Anti-Rust Coating,296,2025-09-14,Delivered
SO-686,2025-09-03,SP Setia Hardware,Epoxy Floor Coating,361,2025-09-08,Delivered
SO-687,2025-09-03,BuildRight Hardware,Wood Stain Brown,517,2025-09-13,Delivered
SO-688,2025-09-04,Top Glove Facilities,Marine Blue Coating,637,2025-09-09,Delivered
SO-689,2025-09-04,Pavilion Retail Supplies,Protective Roof Paint,364,2025-09-27,Delivered
SO-690,2025-09-04,Pavilion Retail Supplies,Clear Varnish,252,2025-09-25,Delivered
SO-691,2025-09-05,UEM Sunrise Bhd,Anti-Rust Coating,548,2025-09-10,Open
SO-692,2025-09-06,Top Glove Facilities,Wood Stain Brown,743,2025-09-20,Delivered
SO-693,2025-09-06,Top Glove Facilities,Epoxy Floor Coating,628,2025-09-29,Delivered
SO-694,2025-09-06,SP Setia Hardware,Premium White Paint 4L,384,2025-09-20,Delivered
SO-695,2025-09-07,Maybank Facilities Mgmt,Protective Roof Paint,202,2025-09-25,Delivered
SO-696,2025-09-08,Gamuda Trading,Anti-Rust Coating,266,2025-09-30,Delivered
SO-697,2025-09-08,Gamuda Trading,Clear Varnish,492,2025-09-14,Open
SO-698,2025-09-09,Gamuda Trading,Epoxy Floor Coating,384,2025-10-01,Delivered
SO-699,2025-09-09,BuildRight Hardware,Marine Blue Coating,664,2025-09-21,Delivered
SO-700,2025-09-09,Nippon Construction Sdn Bhd,Anti-Rust Coating,164,2025-09-14,Delivered
SO-701,2025-09-10,SP Setia Hardware,Clear Varnish,223,2025-09-27,Open
SO-702,2025-09-10,UEM Sunrise Bhd,Premium White Paint 4L,365,2025-10-08,Delivered
SO-703,2025-09-11,SP Setia Hardware,Premium White Paint 1L,612,2025-10-04,Delivered
SO-704,2025-09-11,BuildRight Hardware,Marine Blue Coating,678,2025-10-11,Delivered
SO-705,2025-09-11,YTL Hardware Centre,Epoxy Floor Coating,72,2025-09-25,Delivered
SO-706,2025-09-11,Eco World Supplies,Premium White Paint 4L,700,2025-09-25,Delivered
SO-707,2025-09-11,IJM Corporation,Anti-Rust Coating,719,2025-10-03,Delivered
SO-708,2025-09-12,Maybank Facilities Mgmt,Epoxy Floor Coating,353,2025-10-06,Delivered
SO-709,2025-09-13,YTL Hardware Centre,Industrial Grey Primer,285,2025-09-26,Open
SO-710,2025-09-13,Maybank Facilities Mgmt,Automotive Red Paint,499,2025-09-27,Open
SO-711,2025-09-13,Gamuda Trading,Protective Roof Paint,710,2025-09-20,Open
SO-712,2025-09-13,YTL Hardware Centre,Automotive Red Paint,275,2025-09-29,Delivered
SO-713,2025-09-13,Sunway Building Materials,Automotive Red Paint,302,2025-09-18,Open
SO-714,2025-09-14,Sunway Building Materials,Premium White Paint 1L,576,2025-09-20,Delivered
SO-715,2025-09-14,YTL Hardware Centre,Epoxy Floor Coating,454,2025-10-02,Open
SO-716,2025-09-15,Nippon Construction Sdn Bhd,Marine Blue Coating,325,2025-10-03,Delivered
SO-717,2025-09-15,Nippon Construction Sdn Bhd,Marine Blue Coating,114,2025-10-08,Delivered
SO-718,2025-09-15,IJM Corporation,Premium White Paint 4L,231,2025-09-25,Open
SO-719,2025-09-15,Top Glove Facilities,Automotive Red Paint,251,2025-09-21,Delivered
SO-720,2025-09-16,BuildRight Hardware,Premium White Paint 1L,739,2025-09-30,Delivered
SO-721,2025-09-16,IJM Corporation,Premium White Paint 1L,566,2025-09-25,Delivered
SO-722,2025-09-16,YTL Hardware Centre,Anti-Rust Coating,94,2025-10-09,Delivered
SO-723,2025-09-16,Maybank Facilities Mgmt,Clear Varnish,614,2025-09-25,Delivered
SO-724,2025-09-17,YTL Hardware Centre,Premium White Paint 1L,124,2025-09-24,Open
SO-725,2025-09-17,Gamuda Trading,Protective Roof Paint,709,2025-10-10,Delivered
SO-726,2025-09-17,Metro Paint Supplies,Premium White Paint 1L,555,2025-09-26,Delivered
SO-727,2025-09-17,Pavilion Retail Supplies,Premium White Paint 1L,608,2025-10-05,Open
SO-728,2025-09-18,Maybank Facilities Mgmt,Premium White Paint 1L,401,2025-09-30,Open
SO-729,2025-09-20,SP Setia Hardware,Premium White Paint 4L,221,2025-10-07,Delivered
SO-730,2025-09-21,Maybank Facilities Mgmt,Epoxy Floor Coating,152,2025-09-29,Delivered
SO-731,2025-09-21,Kerjaya Bina Bhd,Automotive Red Paint,686,2025-10-09,Delivered
SO-732,2025-09-21,Top Glove Facilities,Industrial Grey Primer,255,2025-10-12,Open
SO-733,2025-09-22,Sunway Building Materials,Epoxy Floor Coating,389,2025-10-11,Open
SO-734,2025-09-23,UEM Sunrise Bhd,Premium White Paint 4L,135,2025-10-04,Delivered
SO-735,2025-09-23,YTL Hardware Centre,Automotive Red Paint,408,2025-10-17,Delivered
SO-736,2025-09-23,Maybank Facilities Mgmt,Premium White Paint 1L,609,2025-10-01,Delivered
SO-737,2025-09-24,Kerjaya Bina Bhd,Protective Roof Paint,512,2025-10-07,Delivered
SO-738,2025-09-25,Kerjaya Bina Bhd,Clear Varnish,436,2025-10-12,Delivered
SO-739,2025-09-25,Sime Darby Property,Premium White Paint 4L,466,2025-10-07,Delivered
SO-740,2025-09-25,IJM Corporation,Premium White Paint 1L,581,2025-10-05,Delivered
SO-741,2025-09-25,Sime Darby Property,Premium White Paint 4L,360,2025-10-12,Delivered
SO-742,2025-09-26,IJM Corporation,Automotive Red Paint,378,2025-10-04,Delivered
SO-743,2025-09-26,UEM Sunrise Bhd,Epoxy Floor Coating,546,2025-10-16,Delivered
SO-744,2025-09-27,Sunway Building Materials,Premium White Paint 1L,776,2025-10-17,Delivered
SO-745,2025-09-27,Top Glove Facilities,Marine Blue Coating,276,2025-10-21,Delivered
SO-746,2025-09-28,Metro Paint Supplies,Premium White Paint 4L,286,2025-10-16,Delivered
SO-747,2025-09-28,Pavilion Retail Supplies,Marine Blue Coating,418,2025-10-21,Delivered
SO-748,2025-09-28,Sime Darby Property,Epoxy Floor Coating,756,2025-10-17,Open
SO-749,2025-09-28,Gamuda Trading,Industrial Grey Primer,338,2025-10-22,Delivered
SO-750,2025-09-28,Sime Darby Property,Automotive Red Paint,742,2025-10-14,Delivered
SO-751,2025-09-29,Nippon Construction Sdn Bhd,Clear Varnish,753,2025-10-08,Delivered
SO-752,2025-09-29,UEM Sunrise Bhd,Industrial Grey Primer,228,2025-10-21,Open
SO-753,2025-09-29,Gamuda Trading,Clear Varnish,251,2025-10-05,Delivered
SO-754,2025-09-29,Kerjaya Bina Bhd,Anti-Rust Coating,532,2025-10-11,Open
SO-755,2025-09-30,UEM Sunrise Bhd,Clear Varnish,565,2025-10-18,Delivered
SO-756,2025-09-30,IJM Corporation,Wood Stain Brown,377,2025-10-22,Delivered
SO-757,2025-09-30,Pavilion Retail Supplies,Marine Blue Coating,160,2025-10-09,Delivered
SO-758,2025-09-30,Sime Darby Property,Anti-Rust Coating,153,2025-10-23,Delivered
SO-759,2025-09-30,Metro Paint Supplies,Marine Blue Coating,118,2025-10-06,Delivered
SO-760,2025-09-30,IJM Corporation,Anti-Rust Coating,232,2025-10-13,Delivered
SO-761,2025-09-30,UEM Sunrise Bhd,Premium White Paint 1L,523,2025-10-16,Delivered
SO-762,2025-10-01,Sime Darby Property,Clear Varnish,78,2025-10-22,Delivered
SO-763,2025-10-01,Pavilion Retail Supplies,Automotive Red Paint,365,2025-10-19,Delivered
SO-764,2025-10-02,Nippon Construction Sdn Bhd,Wood Stain Brown,493,2025-10-24,Open
SO-765,2025-10-04,Sime Darby Property,Clear Varnish,232,2025-10-17,Delivered
SO-766,2025-10-04,SP Setia Hardware,Anti-Rust Coating,469,2025-10-11,Delivered
SO-767,2025-10-04,Sunway Building Materials,Marine Blue Coating,539,2025-10-13,Delivered
SO-768,2025-10-04,Pavilion Retail Supplies,Protective Roof Paint,441,2025-10-15,Delivered
SO-769,2025-10-04,Maybank Facilities Mgmt,Anti-Rust Coating,653,2025-10-18,Delivered
SO-770,2025-10-04,YTL Hardware Centre,Premium White Paint 4L,697,2025-10-31,Delivered
SO-771,2025-10-05,IJM Corporation,Epoxy Floor Coating,160,2025-10-10,Delivered
SO-772,2025-10-05,Gamuda Trading,Epoxy Floor Coating,750,2025-10-10,Open
SO-773,2025-10-06,Eco World Supplies,Anti-Rust Coating,476,2025-10-29,Delivered
SO-774,2025-10-06,Sime Darby Property,Premium White Paint 4L,393,2025-10-17,Delivered
SO-775,2025-10-06,Sunway Building Materials,Marine Blue Coating,448,2025-10-28,Open
SO-776,2025-10-07,Nippon Construction Sdn Bhd,Industrial Grey Primer,160,2025-10-13,Delivered
SO-777,2025-10-08,UEM Sunrise Bhd,Automotive Red Paint,327,2025-10-23,Delivered
SO-778,2025-10-08,Maybank Facilities Mgmt,Protective Roof Paint,411,2025-10-28,Open
SO-779,2025-10-09,Pavilion Retail Supplies,Protective Roof Paint,59,2025-11-01,Delivered
SO-780,2025-10-09,Nippon Construction Sdn Bhd,Premium White Paint 4L,168,2025-10-16,Delivered
SO-781,2025-10-09,BuildRight Hardware,Industrial Grey Primer,56,2025-10-30,Delivered
SO-782,2025-10-09,Metro Paint Supplies,Wood Stain Brown,486,2025-11-07,Delivered
SO-783,2025-10-09,Sime Darby Property,Industrial Grey Primer,158,2025-10-20,Delivered
SO-784,2025-10-09,Metro Paint Supplies,Automotive Red Paint,717,2025-10-22,Open
SO-785,2025-10-10,Kerjaya Bina Bhd,Protective Roof Paint,535,2025-10-15,Open
SO-786,2025-10-10,Kerjaya Bina Bhd,Industrial Grey Primer,456,2025-10-26,Delivered
SO-787,2025-10-10,Eco World Supplies,Wood Stain Brown,603,2025-10-27,Delivered
SO-788,2025-10-10,IJM Corporation,Marine Blue Coating,585,2025-10-24,Open
SO-789,2025-10-11,Pavilion Retail Supplies,Clear Varnish,767,2025-10-24,Delivered
SO-790,2025-10-11,BuildRight Hardware,Wood Stain Brown,259,2025-10-31,Open
SO-791,2025-10-12,Sunway Building Materials,Premium White Paint 4L,233,2025-10-30,Delivered
SO-792,2025-10-12,Pavilion Retail Supplies,Premium White Paint 4L,148,2025-10-29,Delivered
SO-793,2025-10-13,Kerjaya Bina Bhd,Epoxy Floor Coating,168,2025-10-18,Delivered
SO-794,2025-10-13,Top Glove Facilities,Industrial Grey Primer,496,2025-10-19,Open
SO-795,2025-10-13,Eco World Supplies,Premium White Paint 4L,425,2025-11-06,Delivered
SO-796,2025-10-13,Sime Darby Property,Epoxy Floor Coating,214,2025-10-22,Delivered
SO-797,2025-10-13,BuildRight Hardware,Premium White Paint 4L,111,2025-11-06,Open
SO-798,2025-10-14,Top Glove Facilities,Automotive Red Paint,360,2025-11-03,Delivered
SO-799,2025-10-15,Kerjaya Bina Bhd,Protective Roof Paint,600,2025-10-21,Delivered
SO-800,2025-10-15,UEM Sunrise Bhd,Marine Blue Coating,793,2025-10-24,Delivered
SO-801,2025-10-15,Sime Darby Property,Premium White Paint 1L,72,2025-11-03,Delivered
SO-802,2025-10-15,Sime Darby Property,Industrial Grey Primer,205,2025-10-31,Delivered
SO-803,2025-10-15,Kerjaya Bina Bhd,Marine Blue Coating,71,2025-10-30,Delivered
SO-804,2025-10-15,Sunway Building Materials,Wood Stain Brown,211,2025-10-20,Delivered
SO-805,2025-10-16,BuildRight Hardware,Industrial Grey Primer,336,2025-11-05,Delivered
SO-806,2025-10-16,Gamuda Trading,Epoxy Floor Coating,539,2025-10-27,Delivered
SO-807,2025-10-16,BuildRight Hardware,Protective Roof Paint,622,2025-10-22,Open
SO-808,2025-10-16,YTL Hardware Centre,Marine Blue Coating,647,2025-10-22,Delivered
SO-809,2025-10-17,IJM Corporation,Anti-Rust Coating,363,2025-10-22,Delivered
SO-810,2025-10-17,Gamuda Trading,Marine Blue Coating,99,2025-10-27,Open
SO-811,2025-10-18,YTL Hardware Centre,Protective Roof Paint,719,2025-11-05,Delivered
SO-812,2025-10-18,UEM Sunrise Bhd,Epoxy Floor Coating,707,2025-10-25,Delivered
SO-813,2025-10-18,Metro Paint Supplies,Premium White Paint 1L,316,2025-10-25,Open
SO-814,2025-10-19,Sunway Building Materials,Epoxy Floor Coating,709,2025-11-03,Delivered
SO-815,2025-10-20,IJM Corporation,Wood Stain Brown,653,2025-11-02,Delivered
SO-816,2025-10-21,Pavilion Retail Supplies,Clear Varnish,433,2025-11-07,Open
SO-817,2025-10-21,Nippon Construction Sdn Bhd,Wood Stain Brown,299,2025-11-08,Open
SO-818,2025-10-21,YTL Hardware Centre,Premium White Paint 1L,495,2025-11-12,Delivered
SO-819,2025-10-21,Kerjaya Bina Bhd,Epoxy Floor Coating,210,2025-11-06,Delivered
SO-820,2025-10-21,IJM Corporation,Epoxy Floor Coating,659,2025-10-31,Delivered
SO-821,2025-10-21,Metro Paint Supplies,Wood Stain Brown,660,2025-11-13,Delivered
SO-822,2025-10-22,Kerjaya Bina Bhd,Industrial Grey Primer,162,2025-10-31,Delivered
SO-823,2025-10-22,BuildRight Hardware,Premium White Paint 4L,282,2025-11-08,Delivered
SO-824,2025-10-24,Pavilion Retail Supplies,Epoxy Floor Coating,646,2025-11-05,Delivered
SO-825,2025-10-25,YTL Hardware Centre,Epoxy Floor Coating,253,2025-10-31,Delivered
SO-826,2025-10-25,BuildRight Hardware,Epoxy Floor Coating,551,2025-11-14,Delivered
SO-827,2025-10-25,IJM Corporation,Marine Blue Coating,133,2025-11-02,Delivered
SO-828,2025-10-26,SP Setia Hardware,Clear Varnish,526,2025-11-09,Delivered
SO-829,2025-10-28,YTL Hardware Centre,Industrial Grey Primer,747,2025-11-04,Open
SO-830,2025-10-28,Sime Darby Property,Epoxy Floor Coating,505,2025-11-09,Open
SO-831,2025-10-28,UEM Sunrise Bhd,Protective Roof Paint,381,2025-11-13,Delivered
SO-832,2025-10-29,UEM Sunrise Bhd,Anti-Rust Coating,161,2025-11-15,Delivered
SO-833,2025-10-29,UEM Sunrise Bhd,Epoxy Floor Coating,597,2025-11-16,Delivered
SO-834,2025-10-29,Eco World Supplies,Epoxy Floor Coating,119,2025-11-19,Delivered
SO-835,2025-10-30,Top Glove Facilities,Protective Roof Paint,775,2025-11-17,Delivered
SO-836,2025-10-30,Maybank Facilities Mgmt,Wood Stain Brown,581,2025-11-09,Delivered
SO-837,2025-10-30,Sunway Building Materials,Wood Stain Brown,190,2025-11-11,Delivered
SO-838,2025-10-30,SP Setia Hardware,Epoxy Floor Coating,276,2025-11-17,Open
SO-839,2025-10-30,UEM Sunrise Bhd,Epoxy Floor Coating,627,2025-11-14,Delivered
SO-840,2025-10-30,Pavilion Retail Supplies,Premium White Paint 1L,560,2025-11-07,Delivered
SO-841,2025-10-31,YTL Hardware Centre,Epoxy Floor Coating,86,2025-11-13,Delivered
SO-842,2025-10-31,Maybank Facilities Mgmt,Industrial Grey Primer,647,2025-11-10,Delivered
SO-843,2025-10-31,Maybank Facilities Mgmt,Marine Blue Coating,92,2025-11-20,Delivered
SO-844,2025-11-01,Nippon Construction Sdn Bhd,Premium White Paint 4L,379,2025-11-22,Delivered
SO-845,2025-11-01,YTL Hardware Centre,Premium White Paint 1L,523,2025-11-22,Delivered
SO-846,2025-11-01,Eco World Supplies,Marine Blue Coating,132,2025-11-06,Delivered
SO-847,2025-11-02,SP Setia Hardware,Epoxy Floor Coating,591,2025-11-16,Delivered
SO-848,2025-11-03,Gamuda Trading,Protective Roof Paint,317,2025-11-17,Open
SO-849,2025-11-05,BuildRight Hardware,Premium White Paint 4L,623,2025-11-26,Delivered
SO-850,2025-11-05,IJM Corporation,Protective Roof Paint,88,2025-11-28,Delivered
SO-851,2025-11-06,YTL Hardware Centre,Epoxy Floor Coating,438,2025-11-27,Delivered
SO-852,2025-11-06,Nippon Construction Sdn Bhd,Protective Roof Paint,453,2025-11-28,Delivered
SO-853,2025-11-07,SP Setia Hardware,Industrial Grey Primer,455,2025-11-22,Delivered
SO-854,2025-11-07,SP Setia Hardware,Premium White Paint 4L,758,2025-11-16,Delivered
SO-855,2025-11-08,BuildRight Hardware,Automotive Red Paint,647,2025-11-28,Delivered
SO-856,2025-11-08,Eco World Supplies,Industrial Grey Primer,763,2025-12-01,Delivered
SO-857,2025-11-08,IJM Corporation,Premium White Paint 4L,444,2025-11-29,Delivered
SO-858,2025-11-08,BuildRight Hardware,Premium White Paint 1L,98,2025-11-26,Delivered
SO-859,2025-11-09,Metro Paint Supplies,Premium White Paint 1L,210,2025-11-30,Delivered
SO-860,2025-11-09,YTL Hardware Centre,Epoxy Floor Coating,533,2025-11-26,Delivered
SO-861,2025-11-09,Maybank Facilities Mgmt,Wood Stain Brown,624,2025-12-03,Delivered
SO-862,2025-11-09,Pavilion Retail Supplies,Marine Blue Coating,370,2025-11-21,Open
SO-863,2025-11-09,Pavilion Retail Supplies,Automotive Red Paint,743,2025-11-28,Delivered
SO-864,2025-11-09,Sunway Building Materials,Protective Roof Paint,440,2025-11-20,Delivered
SO-865,2025-11-09,UEM Sunrise Bhd,Industrial Grey Primer,492,2025-11-21,Delivered
SO-866,2025-11-10,SP Setia Hardware,Wood Stain Brown,564,2025-11-23,Open
SO-867,2025-11-11,YTL Hardware Centre,Wood Stain Brown,675,2025-12-05,Delivered
SO-868,2025-11-11,Maybank Facilities Mgmt,Industrial Grey Primer,710,2025-11-27,Delivered
SO-869,2025-11-11,Top Glove Facilities,Epoxy Floor Coating,751,2025-12-05,Delivered
SO-870,2025-11-12,Kerjaya Bina Bhd,Epoxy Floor Coating,477,2025-11-24,Delivered
SO-871,2025-11-12,YTL Hardware Centre,Clear Varnish,194,2025-11-17,Delivered
SO-872,2025-11-12,Nippon Construction Sdn Bhd,Automotive Red Paint,466,2025-12-03,Open
SO-873,2025-11-13,Sime Darby Property,Marine Blue Coating,596,2025-12-04,Open
SO-874,2025-11-13,Eco World Supplies,Premium White Paint 1L,158,2025-11-20,Delivered
SO-875,2025-11-13,Sime Darby Property,Premium White Paint 1L,58,2025-11-23,Delivered
SO-876,2025-11-14,Maybank Facilities Mgmt,Automotive Red Paint,321,2025-11-30,Delivered
SO-877,2025-11-14,UEM Sunrise Bhd,Wood Stain Brown,549,2025-12-05,Delivered
SO-878,2025-11-14,Metro Paint Supplies,Anti-Rust Coating,383,2025-11-29,Delivered
SO-879,2025-11-15,Pavilion Retail Supplies,Premium White Paint 4L,313,2025-11-26,Delivered
SO-880,2025-11-15,Metro Paint Supplies,Epoxy Floor Coating,327,2025-11-23,Open
SO-881,2025-11-16,Kerjaya Bina Bhd,Premium White Paint 1L,593,2025-12-01,Delivered
SO-882,2025-11-16,Kerjaya Bina Bhd,Protective Roof Paint,364,2025-12-03,Delivered
SO-883,2025-11-18,Maybank Facilities Mgmt,Premium White Paint 4L,791,2025-11-24,Open
SO-884,2025-11-18,SP Setia Hardware,Wood Stain Brown,374,2025-12-01,Delivered
SO-885,2025-11-19,Kerjaya Bina Bhd,Automotive Red Paint,482,2025-12-13,Delivered
SO-886,2025-11-19,SP Setia Hardware,Wood Stain Brown,122,2025-11-24,Open
